System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:10:27:601, 45308695993626,    0.112,    2.000,  800,   5.292,   0.594,   0.165,   1.248,   0.140,   0.039, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:27:702, 45308987326081,    0.213,    8.000, 1600,   5.171,   1.112,   0.309,   1.139,   0.254,   0.071, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:27:818, 45309324438223,    0.329,    2.000,  800,   4.586,   1.645,   0.457,   0.543,   0.317,   0.088, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:27:928, 45309643889944,    0.439,    0.000,  800,   4.539,   2.144,   0.596,   0.492,   0.371,   0.103, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:038, 45309962876742,    0.548,    2.000,  800,   4.580,   2.647,   0.735,   0.528,   0.429,   0.119, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:139, 45310255874184,    0.649,    4.000, 1900,   4.893,   3.141,   0.872,   0.836,   0.514,   0.143, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:250, 45310578621240,    0.760,    0.000,  800,   4.526,   3.644,   1.012,   0.486,   0.568,   0.158, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:367, 45310924485482,    0.880,   13.000,  800,   4.909,   4.229,   1.175,   0.874,   0.672,   0.187, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:467, 45311209848730,    0.978,   17.000, 4000,   8.145,   5.029,   1.397,   4.153,   1.080,   0.300, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:583, 45311546318075,    1.094,   16.000, 1200,   6.889,   5.827,   1.619,   2.788,   1.403,   0.390, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:685, 45311841996078,    1.196,    8.000, 3900,   8.799,   6.723,   1.867,   4.746,   1.886,   0.524, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:799, 45312174295052,    1.310,    7.000, 3900,  13.036,   8.215,   2.282,   8.959,   2.911,   0.809, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:28:900, 45312467876376,    1.411,   17.000, 3900,  16.552,   9.888,   2.747,  12.491,   4.174,   1.159, 34,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:021, 45312819468577,    1.532,    7.000, 2700,  11.172,  11.241,   3.122,   7.116,   5.036,   1.399, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:121, 45313110675859,    1.632,    6.000,  800,   6.083,  11.851,   3.292,   2.030,   5.239,   1.455, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:233, 45313435456404,    1.744,    0.000,  800,   4.530,  12.357,   3.433,   0.477,   5.293,   1.470, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:349, 45313771607006,    1.860,   14.000, 1200,   4.985,  12.934,   3.593,   0.930,   5.400,   1.500, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:449, 45314062368235,    1.960,    9.000, 4000,  12.252,  14.161,   3.934,   8.233,   6.225,   1.729, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:566, 45314400001261,    2.076,    6.000, 2500,  10.300,  15.358,   4.266,   6.246,   6.951,   1.931, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:668, 45314696786003,    2.179,   13.000, 3700,   6.548,  16.028,   4.452,   2.512,   7.208,   2.002, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:785, 45315037484016,    2.296,    4.000, 3900,   7.085,  16.859,   4.683,   2.998,   7.559,   2.100, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:29:884, 45315325612912,    2.395,    6.000, 4000,  11.552,  18.005,   5.001,   7.521,   8.305,   2.307, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:002, 45315667550034,    2.513,    4.000,  800,   7.150,  18.847,   5.235,   3.122,   8.673,   2.409, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:112, 45315988096448,    2.623,    3.000, 3900,   5.814,  19.489,   5.413,   1.802,   8.872,   2.464, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:214, 45316284179786,    2.725,    8.000, 2800,   9.265,  20.433,   5.676,   5.126,   9.395,   2.610, 33,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:329, 45316617785113,    2.840,    2.000,  800,   4.757,  20.980,   5.828,   0.700,   9.475,   2.632, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:451, 45316973025242,    2.962,    2.000,  800,   4.544,  21.536,   5.982,   0.507,   9.537,   2.649, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:567, 45317307731799,    3.078,    0.000,  800,   4.498,  22.054,   6.126,   0.464,   9.591,   2.664, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:667, 45317599158597,    3.178,   13.000, 4000,   5.825,  22.638,   6.288,   1.760,   9.767,   2.713, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:785, 45317942790337,    3.296,    1.000,  800,   4.829,  23.210,   6.447,   0.788,   9.860,   2.739, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:30:899, 45318273922954,    3.410,    0.000,  800,   4.505,  23.724,   6.590,   0.467,   9.914,   2.754, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:015, 45318610168531,    3.526,    2.000,  800,   4.570,  24.253,   6.737,   0.514,   9.973,   2.770, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:131, 45318947005286,    3.642,    1.000,  800,   4.513,  24.776,   6.882,   0.471,  10.028,   2.786, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:242, 45319267356520,    3.752,    3.000, 3500,   4.725,  25.297,   7.027,   0.697,  10.105,   2.807, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:348, 45319575384649,    3.859,    2.000,  800,   4.618,  25.787,   7.163,   0.579,  10.166,   2.824, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:448, 45319865590723,    3.958,    0.000,  800,   4.546,  26.242,   7.289,   0.495,  10.216,   2.838, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:570, 45320221009934,    4.081,    0.000,  800,   4.555,  26.799,   7.444,   0.489,  10.275,   2.854, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:685, 45320555943720,    4.196,   10.000, 3700,   5.991,  27.490,   7.636,   1.978,  10.503,   2.918, 32,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:799, 45320886453940,    4.310,    0.000,  800,   4.635,  28.017,   7.783,   0.560,  10.567,   2.935, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:31:900, 45321178646978,    4.411,    2.000,  800,   4.712,  28.492,   7.914,   0.696,  10.637,   2.955, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:016, 45321515094068,    4.526,    1.000,  800,   4.560,  29.020,   8.061,   0.509,  10.696,   2.971, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:132, 45321851871155,    4.642,    0.000,  800,   4.516,  29.543,   8.207,   0.471,  10.751,   2.986, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:232, 45322143356597,    4.743,    0.000,  800,   4.489,  29.994,   8.332,   0.463,  10.797,   2.999, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:342, 45322461765584,    4.852,    0.000,  800,   4.505,  30.488,   8.469,   0.449,  10.847,   3.013, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:460, 45322805576968,    4.971,    1.000,  800,   4.536,  31.025,   8.618,   0.508,  10.907,   3.030, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:560, 45323097359700,    5.071,    1.000,  800,   4.555,  31.483,   8.745,   0.487,  10.956,   3.043, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:676, 45323433962628,    5.187,    7.000, 4100,   5.623,  32.134,   8.926,   1.580,  11.139,   3.094, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:778, 45323728883614,    5.289,    0.000,  800,   4.715,  32.613,   9.059,   0.684,  11.208,   3.113, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:898, 45324078471962,    5.409,    0.000,  800,   4.529,  33.158,   9.211,   0.463,  11.264,   3.129, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:32:998, 45324369503541,    5.509,    2.000,  800,   4.553,  33.615,   9.337,   0.519,  11.316,   3.143, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:107, 45324685292770,    5.618,    2.000, 3800,   4.735,  34.130,   9.480,   0.677,  11.390,   3.164, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:223, 45325022683313,    5.734,    0.000,  800,   4.607,  34.665,   9.629,   0.572,  11.456,   3.182, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:339, 45325358685325,    5.850,    0.000,  800,   4.507,  35.186,   9.774,   0.454,  11.508,   3.197, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:451, 45325684318146,    5.962,    0.000,  800,   4.503,  35.691,   9.914,   0.466,  11.561,   3.211, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:567, 45326021050683,    6.078,    1.000,  800,   4.546,  36.218,  10.061,   0.503,  11.619,   3.228, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:668, 45326312657102,    6.179,   16.000, 4000,   5.580,  36.779,  10.216,   1.573,  11.777,   3.271, 38,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:784, 45326649868146,    6.295,    0.000,  800,   4.907,  37.349,  10.375,   0.854,  11.876,   3.299, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:33:892, 45326964839088,    6.403,    0.000,  800,   4.519,  37.839,  10.511,   0.455,  11.926,   3.313, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:002, 45327285189274,    6.513,    0.000,  800,   4.497,  38.335,  10.649,   0.469,  11.977,   3.327, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:105, 45327581826513,    6.616,    2.000,  800,   4.560,  38.801,  10.778,   0.518,  12.030,   3.342, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:214, 45327899942999,    6.725,    0.000,  800,   4.544,  39.298,  10.916,   0.479,  12.083,   3.356, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:331, 45328239363144,    6.842,    0.000,  800,   4.520,  39.827,  11.063,   0.472,  12.138,   3.372, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:446, 45328571864348,    6.956,    0.000,  800,   4.473,  40.339,  11.205,   0.453,  12.190,   3.386, 31,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:568, 45328927256382,    7.079,   11.000, 4000,  12.701,  41.893,  11.637,   7.115,  13.061,   3.628, 39,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:668, 45329250124197,    7.190,   36.000, 4000,  21.033,  44.232,  12.287,  14.271,  14.647,   4.069, 39,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:784, 45329555314062,    7.295,   18.000, 4000,  21.210,  46.461,  12.906,  14.587,  16.180,   4.494, 39,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:34:885, 45329846679301,    7.395,   18.000, 4000,  21.197,  48.587,  13.496,  14.632,  17.648,   4.902, 39,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:001, 45330183353131,    7.511,   16.000, 4000,  20.274,  50.938,  14.149,  13.624,  19.228,   5.341, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:117, 45330520285484,    7.627,   16.000, 4000,  19.517,  53.202,  14.778,  12.910,  20.726,   5.757, 39,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:217, 45330811596904,    7.728,   19.000, 4000,  21.414,  55.350,  15.375,  14.850,  22.215,   6.171, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:333, 45331148185867,    7.844,   17.000, 4000,  21.417,  57.833,  16.065,  14.774,  23.928,   6.647, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:433, 45331439533128,    7.944,   19.000, 4000,  21.466,  59.986,  16.663,  14.638,  25.396,   7.055, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:549, 45331776277419,    8.060,   25.000, 3900,  23.558,  62.718,  17.422,  16.887,  27.354,   7.598, 42,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:650, 45332067769641,    8.160,   16.000, 4000,  18.980,  64.623,  17.951,  12.451,  28.604,   7.946, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:768, 45332411792111,    8.279,   18.000, 4000,  20.249,  67.022,  18.617,  13.703,  30.228,   8.397, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:870, 45332707614726,    8.381,   20.000, 4000,  21.464,  69.208,  19.225,  14.881,  31.743,   8.818, 42,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:35:992, 45333063016050,    8.503,   16.000, 4000,  19.652,  71.614,  19.893,  12.873,  33.319,   9.255, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:115, 45333418176589,    8.625,   16.000, 4000,  19.425,  73.989,  20.553,  12.861,  34.892,   9.692, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:217, 45333714788753,    8.727,   16.000, 4000,  19.497,  75.981,  21.106,  12.915,  36.211,  10.059, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:339, 45334070235069,    8.850,   16.000, 4000,  19.516,  78.369,  21.769,  12.949,  37.796,  10.499, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:462, 45334425897651,    8.972,   16.000, 4000,  19.533,  80.762,  22.434,  12.848,  39.370,  10.936, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:584, 45334781237100,    9.095,   16.000, 4000,  19.410,  83.137,  23.094,  12.840,  40.941,  11.372, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:688, 45335104809621,    9.206,   33.000, 4000,  20.219,  85.389,  23.719,  13.522,  42.447,  11.791, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:808, 45335432655716,    9.319,   16.000, 4000,  19.671,  87.610,  24.336,  13.019,  43.917,  12.199, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:36:931, 45335788636120,    9.442,   16.000, 4000,  19.634,  90.017,  25.005,  13.105,  45.524,  12.645, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:053, 45336144673296,    9.564,   16.000, 4000,  19.508,  92.409,  25.669,  12.833,  47.097,  13.082, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:156, 45336441027619,    9.666,   16.000, 4000,  19.571,  94.406,  26.224,  12.963,  48.420,  13.450, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:278, 45336796808243,    9.789,   17.000, 4000,  24.201,  97.371,  27.047,  13.034,  50.017,  13.893, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:401, 45337152509331,    9.911,   16.000, 4000,  24.836, 100.413,  27.892,  12.990,  51.608,  14.335, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:523, 45337508465720,   10.034,   16.000, 4000,  24.384, 103.402,  28.723,  12.767,  53.173,  14.770, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:625, 45337805029881,   10.136,   16.000, 4000,  24.809, 105.935,  29.427,  12.862,  54.486,  15.135, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:748, 45338160628646,   10.258,   20.000, 4000,  25.260, 109.029,  30.286,  13.601,  56.152,  15.598, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:870, 45338516714442,   10.381,   16.000, 3900,  24.645, 112.050,  31.125,  12.830,  57.725,  16.035, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:37:993, 45338872415349,   10.504,   17.000, 4000,  24.657, 115.071,  31.964,  13.012,  59.319,  16.477, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:115, 45339228399359,   10.626,   16.000, 3900,  24.657, 118.093,  32.804,  12.834,  60.892,  16.914, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:218, 45339525677110,   10.728,   17.000, 4000,  24.848, 120.637,  33.510,  13.199,  62.243,  17.290, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:340, 45339881868879,   10.851,   16.000, 3900,  24.605, 123.655,  34.349,  12.796,  63.813,  17.726, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:463, 45340237747697,   10.974,   16.000, 4000,  24.618, 126.672,  35.187,  12.985,  65.404,  18.168, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:585, 45340593581406,   11.096,   16.000, 4000,  24.638, 129.690,  36.025,  12.815,  66.974,  18.604, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:688, 45340890463468,   11.198,   16.000, 3900,  24.544, 132.200,  36.722,  12.870,  68.290,  18.969, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:790, 45341186894830,   11.301,   18.000, 4000,  25.996, 134.853,  37.459,  14.265,  69.746,  19.374, 43,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:38:912, 45341542418692,   11.423,   16.000, 4000,  24.719, 137.879,  38.300,  12.854,  71.320,  19.811, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:014, 45341838889228,   11.525,   16.000, 4000,  24.681, 140.399,  39.000,  12.978,  72.645,  20.179, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:137, 45342194628290,   11.648,   16.000, 4000,  24.432, 143.392,  39.831,  12.788,  74.211,  20.614, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:259, 45342550225205,   11.770,   16.000, 4000,  24.857, 146.436,  40.677,  12.993,  75.802,  21.056, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:382, 45342905989783,   11.892,   16.000, 4000,  24.391, 149.424,  41.507,  12.765,  77.366,  21.491, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:484, 45343202539053,   11.995,   16.000, 4000,  24.496, 151.925,  42.201,  12.783,  78.671,  21.853, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:586, 45343499367315,   12.097,   17.000, 4000,  24.866, 154.467,  42.908,  13.182,  80.019,  22.227, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:711, 45343882037214,   12.229,   33.000, 4000,  25.176, 157.785,  43.829,  13.429,  81.788,  22.719, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:810, 45344151044888,   12.321,   16.000, 4000,  24.915, 160.093,  44.470,  13.017,  82.994,  23.054, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:39:933, 45344506715442,   12.444,   17.000, 4000,  24.707, 163.119,  45.311,  13.057,  84.593,  23.498, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:055, 45344861914705,   12.566,   16.000, 4000,  24.637, 166.132,  46.148,  12.765,  86.154,  23.932, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:178, 45345217226912,   12.688,   18.000, 4000,  25.229, 169.219,  47.005,  13.555,  87.813,  24.392, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:280, 45345513526487,   12.790,   16.000, 4000,  24.457, 171.714,  47.698,  12.726,  89.111,  24.753, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:402, 45345868647582,   12.913,   16.000, 4000,  24.530, 174.714,  48.532,  12.852,  90.683,  25.190, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:524, 45346224367443,   13.035,   16.000, 4000,  24.664, 177.735,  49.371,  12.820,  92.253,  25.626, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:647, 45346580135148,   13.158,   16.000, 4000,  24.431, 180.728,  50.202,  12.810,  93.823,  26.062, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:748, 45346875093909,   13.259,   25.000, 4000,  27.133, 183.484,  50.968,  15.269,  95.373,  26.493, 42,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:871, 45347230755367,   13.382,   16.000, 4000,  24.540, 186.490,  51.803,  12.891,  96.952,  26.931, 44,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:40:989, 45347572458439,   13.499,   20.000, 3900,  26.286, 189.582,  52.662,  14.471,  98.655,  27.404, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:089, 45347863889519,   13.600,   22.000, 3900,  26.876, 192.280,  53.411,  15.208, 100.181,  27.828, 36,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:205, 45348199620144,   13.715,   25.000, 3900,  27.677, 195.479,  54.300,  15.838, 102.012,  28.337, 40,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:305, 45348490709270,   13.816,   23.000, 3900,  27.233, 198.209,  55.058,  15.563, 103.572,  28.770, 39,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:421, 45348827116323,   13.931,   27.000, 3900,  28.242, 201.481,  55.967,  16.428, 105.475,  29.299, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:537, 45349163949883,   14.047,   16.000, 4000,  26.869, 204.597,  56.833,  15.139, 107.231,  29.786, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:646, 45349480107915,   14.156,   16.000, 4000,  27.731, 207.616,  57.671,  15.978, 108.971,  30.270, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:750, 45349804164836,   14.268,   35.000, 4000,  28.234, 210.767,  58.546,  16.397, 110.800,  30.778, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:870, 45350132812573,   14.381,   16.000, 4000,  27.253, 213.851,  59.403,  15.552, 112.560,  31.267, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:41:993, 45350488527961,   14.504,   17.000, 4000,  27.765, 217.252,  60.348,  16.136, 114.537,  31.816, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:42:115, 45350844065470,   14.626,   16.000, 4000,  27.459, 220.614,  61.282,  15.609, 116.448,  32.347, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:42:217, 45351140841962,   14.728,   17.000, 4000,  27.266, 223.401,  62.056,  15.576, 118.040,  32.789, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
