System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:11:18:243, 45455758567802,   50.754,   17.000, 4000,  26.118,1160.917, 322.477,  14.378, 632.842, 175.789, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:18:366, 45456114865915,   50.876,   16.000, 4000,  25.822,1164.086, 323.357,  14.036, 634.564, 176.268, 49,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:18:468, 45456411741829,   50.978,   16.000, 4000,  25.605,1166.703, 324.084,  13.919, 635.987, 176.663, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:18:590, 45456768087230,   51.101,   16.000, 4000,  25.723,1169.860, 324.961,  13.935, 637.697, 177.138, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:18:713, 45457124228723,   51.224,   16.000, 4000,  25.629,1173.003, 325.834,  14.028, 639.418, 177.616, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:18:836, 45457480324228,   51.346,   16.000, 3900,  25.726,1176.157, 326.710,  13.913, 641.124, 178.090, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:18:938, 45457777051861,   51.449,   16.000, 4000,  25.611,1178.774, 327.437,  13.923, 642.546, 178.485, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:061, 45458133348489,   51.571,   16.000, 4000,  25.755,1181.934, 328.315,  13.958, 644.259, 178.961, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:183, 45458489549949,   51.694,   19.000, 4000,  26.697,1185.209, 329.225,  14.891, 646.085, 179.468, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:306, 45458845833981,   51.817,   16.000, 3900,  25.504,1188.338, 330.094,  13.912, 647.792, 179.942, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:429, 45459202049650,   51.939,   16.000, 4000,  25.825,1191.505, 330.974,  14.027, 649.513, 180.420, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:531, 45459498911512,   52.042,   16.000, 4000,  25.533,1194.116, 331.699,  13.855, 650.929, 180.814, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:633, 45459795734265,   52.144,   16.000, 4000,  25.572,1196.729, 332.425,  13.875, 652.347, 181.208, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:756, 45460152178910,   52.266,   16.000, 4000,  25.806,1199.897, 333.305,  14.035, 654.070, 181.686, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:863, 45460464415758,   52.374,   17.000, 3900,  25.895,1202.681, 334.078,  14.038, 655.579, 182.105, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:19:964, 45460755997785,   52.474,   18.000, 3900,  26.701,1205.362, 334.823,  15.058, 657.091, 182.525, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:079, 45461092559606,   52.590,   18.000, 3900,  27.497,1208.549, 335.708,  15.744, 658.916, 183.032, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:180, 45461384022377,   52.691,   25.000, 3900,  29.519,1211.512, 336.531,  17.845, 660.707, 183.530, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:296, 45461720696262,   52.807,   18.000, 4000,  26.786,1214.617, 337.394,  15.052, 662.452, 184.014, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:412, 45462057351985,   52.923,   18.000, 3900,  27.086,1217.757, 338.266,  15.309, 664.227, 184.507, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:512, 45462347921550,   53.023,   18.000, 4000,  27.100,1220.469, 339.019,  15.378, 665.765, 184.935, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:628, 45462684536359,   53.139,   18.000, 3900,  26.816,1223.577, 339.883,  15.045, 667.509, 185.419, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:728, 45462974733297,   53.238,   18.000, 3900,  26.967,1226.272, 340.631,  15.202, 669.029, 185.841, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:844, 45463311528386,   53.354,   18.000, 3900,  26.807,1229.381, 341.495,  15.068, 670.776, 186.327, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:20:966, 45463667421458,   53.477,   18.000, 4000,  27.558,1232.758, 342.433,  15.721, 672.703, 186.862, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:082, 45464003592337,   53.593,   19.000, 3900,  27.144,1235.900, 343.306,  15.569, 674.505, 187.363, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:182, 45464294957526,   53.693,   21.000, 3900,  28.056,1238.715, 344.088,  16.147, 676.125, 187.813, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:298, 45464630554700,   53.809,   18.000, 3900,  26.612,1241.791, 344.942,  14.998, 677.858, 188.294, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:414, 45464967308647,   53.925,   18.000, 4000,  26.736,1244.891, 345.803,  14.983, 679.596, 188.777, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:514, 45465258639883,   54.025,   18.000, 4000,  26.656,1247.565, 346.546,  14.765, 681.077, 189.188, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:630, 45465595346472,   54.141,   18.000, 4000,  26.513,1250.639, 347.400,  14.751, 682.787, 189.663, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:730, 45465885788248,   54.241,   18.000, 3900,  26.577,1253.297, 348.138,  14.839, 684.271, 190.075, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:847, 45466226337963,   54.358,   18.000, 3900,  27.058,1256.470, 349.020,  15.381, 686.075, 190.576, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:21:946, 45466513442119,   54.457,   18.000, 4000,  26.948,1259.135, 349.760,  15.166, 687.575, 190.993, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:069, 45466869092534,   54.579,   17.000, 3900,  27.181,1262.463, 350.684,  15.550, 689.479, 191.522, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:184, 45467204809247,   54.695,   20.000, 3900,  28.671,1265.778, 351.605,  16.847, 691.427, 192.063, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:300, 45467541622857,   54.811,   18.000, 4000,  26.856,1268.893, 352.470,  15.113, 693.179, 192.550, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:401, 45467832825512,   54.911,   18.000, 3900,  26.725,1271.573, 353.215,  15.051, 694.689, 192.969, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:516, 45468169652698,   55.027,   18.000, 4000,  27.237,1274.732, 354.092,  15.498, 696.486, 193.468, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:632, 45468506345790,   55.143,   18.000, 4000,  27.879,1277.964, 354.990,  16.142, 698.358, 193.988, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:733, 45468797539995,   55.244,   18.000, 3900,  27.434,1280.715, 355.754,  15.738, 699.936, 194.427, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:849, 45469134279382,   55.359,   18.000, 3900,  26.694,1283.810, 356.614,  14.954, 701.670, 194.908, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:22:949, 45469425512670,   55.460,   18.000, 3900,  26.955,1286.514, 357.365,  15.291, 703.203, 195.334, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:072, 45469781488360,   55.582,   18.000, 4000,  26.783,1289.797, 358.277,  14.965, 705.038, 195.844, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:187, 45470117507030,   55.698,   20.000, 3900,  27.596,1292.990, 359.164,  15.779, 706.863, 196.351, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:303, 45470454358734,   55.814,   18.000, 4000,  27.071,1296.130, 360.036,  15.330, 708.642, 196.845, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:405, 45470749022670,   55.916,   18.000, 4000,  26.693,1298.839, 360.788,  15.076, 710.171, 197.270, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:519, 45471081257782,   56.030,   18.000, 4000,  26.939,1301.920, 361.645,  15.055, 711.894, 197.748, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:619, 45471372470963,   56.130,   18.000, 4000,  26.670,1304.595, 362.387,  15.021, 713.400, 198.167, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:735, 45471709026713,   56.246,   18.000, 3900,  27.066,1307.732, 363.259,  15.309, 715.174, 198.660, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:851, 45472045690429,   56.362,   18.000, 4000,  28.248,1311.007, 364.168,  16.482, 717.085, 199.190, 50,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:23:952, 45472337054003,   56.462,   18.000, 4000,  26.901,1313.706, 364.918,  15.264, 718.617, 199.616, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:074, 45472692853507,   56.585,   18.000, 4000,  26.809,1316.990, 365.831,  14.953, 720.449, 200.125, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:190, 45473029470064,   56.701,   20.000, 4000,  27.323,1320.157, 366.710,  15.798, 722.280, 200.633, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:290, 45473320875040,   56.801,   18.000, 4000,  26.867,1322.853, 367.459,  14.954, 723.780, 201.050, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:406, 45473657620425,   56.917,   18.000, 4000,  26.798,1325.961, 368.322,  15.050, 725.526, 201.535, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:523, 45473997920702,   57.034,   18.000, 4000,  26.608,1329.079, 369.189,  14.930, 727.275, 202.021, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:638, 45474330295907,   57.149,   19.000, 4000,  27.001,1332.169, 370.047,  15.342, 729.031, 202.509, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:755, 45474670266340,   57.266,   18.000, 4000,  26.685,1335.293, 370.915,  14.950, 730.781, 202.995, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:854, 45474957482499,   57.365,   18.000, 4000,  26.610,1337.925, 371.646,  14.872, 732.252, 203.403, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:24:976, 45475313046075,   57.487,   18.000, 3900,  26.898,1341.218, 372.561,  15.032, 734.093, 203.915, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:077, 45475604521090,   57.588,   18.000, 4000,  26.601,1343.888, 373.302,  14.950, 735.593, 204.331, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:193, 45475941111058,   57.703,   20.000, 3900,  27.641,1347.092, 374.192,  15.885, 737.434, 204.843, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:293, 45476232702484,   57.804,   18.000, 3900,  26.435,1349.746, 374.930,  14.799, 738.920, 205.256, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:409, 45476569316513,   57.920,   18.000, 4000,  26.765,1352.849, 375.791,  15.015, 740.661, 205.739, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:509, 45476860557506,   58.020,   18.000, 4000,  27.009,1355.557, 376.544,  15.087, 742.174, 206.159, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:625, 45477197219354,   58.136,   18.000, 3900,  26.593,1358.640, 377.400,  14.836, 743.894, 206.637, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:741, 45477533899990,   58.252,   18.000, 3900,  26.781,1361.745, 378.263,  15.040, 745.637, 207.121, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:841, 45477825282572,   58.352,   18.000, 3900,  26.640,1364.418, 379.005,  14.987, 747.141, 207.539, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:25:959, 45478165624189,   58.469,   18.000, 4000,  26.622,1367.538, 379.872,  14.911, 748.889, 208.025, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:057, 45478452605967,   58.568,   18.000, 4000,  26.663,1370.173, 380.604,  14.899, 750.361, 208.434, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:180, 45478807233090,   58.690,   21.000, 3900,  27.265,1373.503, 381.529,  15.545, 752.259, 208.961, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:296, 45479143975683,   58.806,   18.000, 3900,  26.565,1376.583, 382.384,  14.808, 753.976, 209.438, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:412, 45479480747926,   58.922,   18.000, 4000,  26.793,1379.690, 383.247,  15.053, 755.722, 209.923, 41,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:512, 45479772105226,   59.023,   18.000, 4000,  26.685,1382.367, 383.991,  15.030, 757.230, 210.342, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:628, 45480109045577,   59.139,   18.000, 4000,  26.727,1385.469, 384.852,  15.011, 758.972, 210.825, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:728, 45480400959672,   59.239,   18.000, 4000,  26.808,1388.163, 385.601,  14.957, 760.475, 211.243, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:844, 45480736914024,   59.355,   18.000, 4000,  26.581,1391.238, 386.455,  14.746, 762.181, 211.717, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:26:960, 45481072900625,   59.471,   18.000, 4000,  27.673,1394.440, 387.344,  16.099, 764.044, 212.234, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:060, 45481364260526,   59.571,   18.000, 4000,  28.077,1397.257, 388.127,  16.151, 765.664, 212.685, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:182, 45481719003652,   59.693,   21.000, 3900,  28.128,1400.693, 389.081,  16.434, 767.672, 213.242, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:298, 45482055421248,   59.809,   18.000, 4000,  26.725,1403.789, 389.941,  14.936, 769.402, 213.723, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:398, 45482346728864,   59.909,   18.000, 3900,  26.618,1406.459, 390.683,  14.970, 770.904, 214.140, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:514, 45482682321024,   60.025,   18.000, 3900,  26.828,1409.559, 391.544,  15.209, 772.661, 214.628, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:630, 45483019184225,   60.141,   18.000, 4000,  26.620,1412.647, 392.402,  14.897, 774.389, 215.108, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:730, 45483310437615,   60.241,   18.000, 4000,  27.107,1415.366, 393.157,  15.179, 775.912, 215.531, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:846, 45483647194900,   60.357,   18.000, 4000,  26.591,1418.450, 394.014,  14.855, 777.634, 216.010, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:27:947, 45483938581417,   60.457,   18.000, 4000,  26.669,1421.126, 394.757,  15.010, 779.140, 216.428, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:063, 45484275259327,   60.573,   18.000, 4000,  26.698,1424.221, 395.617,  14.948, 780.873, 216.909, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:185, 45484630994230,   60.696,   21.000, 3900,  27.249,1427.559, 396.544,  15.606, 782.785, 217.440, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:301, 45484967896415,   60.812,   18.000, 4000,  26.769,1430.664, 397.407,  15.038, 784.530, 217.925, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:401, 45485259154726,   60.912,   18.000, 4000,  26.729,1433.345, 398.151,  14.808, 786.015, 218.337, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:517, 45485595831719,   61.028,   18.000, 4000,  26.837,1436.457, 399.016,  15.089, 787.764, 218.823, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:619, 45485891356077,   61.130,   18.000, 3900,  26.355,1439.139, 399.761,  14.794, 789.270, 219.242, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:733, 45486223488475,   61.244,   18.000, 3900,  26.813,1442.205, 400.613,  14.950, 790.980, 219.717, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:851, 45486563749931,   61.361,   18.000, 4000,  26.798,1445.345, 401.485,  15.084, 792.747, 220.208, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:28:949, 45486850708620,   61.460,   18.000, 4000,  26.743,1447.988, 402.219,  14.960, 794.225, 220.618, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:065, 45487187420140,   61.576,   18.000, 4000,  26.764,1451.091, 403.081,  15.015, 795.966, 221.102, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:166, 45487478732603,   61.676,   22.000, 4000,  27.937,1453.893, 403.859,  16.299, 797.601, 221.556, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:288, 45487834645141,   61.799,   18.000, 4000,  27.259,1457.234, 404.787,  15.414, 799.490, 222.081, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:388, 45488125721921,   61.899,   18.000, 4000,  27.488,1459.990, 405.553,  15.807, 801.075, 222.521, 50,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:504, 45488462353380,   62.015,   18.000, 3900,  27.139,1463.136, 406.427,  15.383, 802.858, 223.016, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:605, 45488754695279,   62.116,   18.000, 4000,  26.678,1465.821, 407.173,  15.138, 804.382, 223.439, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:721, 45489090436149,   62.231,   18.000, 4000,  26.815,1468.921, 408.034,  14.959, 806.111, 223.920, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:837, 45489427156790,   62.347,   18.000, 4000,  26.780,1472.026, 408.896,  15.052, 807.857, 224.405, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:29:953, 45489763772036,   62.463,   18.000, 3900,  26.791,1475.132, 409.759,  15.019, 809.597, 224.888, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:068, 45490099684279,   62.579,   18.000, 4000,  26.926,1478.247, 410.624,  15.119, 811.346, 225.374, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:169, 45490390932261,   62.679,   24.000, 3900,  28.067,1481.061, 411.406,  16.376, 812.989, 225.830, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:291, 45490745697997,   62.801,   18.000, 4000,  26.691,1484.322, 412.312,  14.998, 814.821, 226.339, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:407, 45491082271041,   62.917,   18.000, 3900,  26.758,1487.423, 413.173,  14.991, 816.558, 226.822, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:522, 45491418943771,   63.033,   18.000, 3900,  26.751,1490.525, 414.035,  15.012, 818.299, 227.305, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:623, 45491710552907,   63.134,   18.000, 4000,  26.692,1493.205, 414.779,  15.095, 819.814, 227.726, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:739, 45492047341598,   63.250,   18.000, 4000,  26.627,1496.293, 415.637,  14.835, 821.535, 228.204, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:839, 45492338401151,   63.350,   18.000, 3900,  27.100,1499.009, 416.391,  15.155, 823.054, 228.626, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:30:955, 45492675163097,   63.466,   18.000, 3900,  27.896,1502.244, 417.290,  16.161, 824.928, 229.147, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:057, 45492970577210,   63.568,   18.000, 3900,  27.313,1505.023, 418.062,  15.762, 826.531, 229.592, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:171, 45493302835594,   63.682,   22.000, 4000,  27.544,1508.174, 418.937,  15.679, 828.325, 230.090, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:293, 45493657407829,   63.804,   18.000, 3900,  26.547,1511.415, 419.838,  14.815, 830.134, 230.593, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:409, 45493994128105,   63.920,   18.000, 4000,  26.715,1514.513, 420.698,  14.973, 831.870, 231.075, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:509, 45494285389983,   64.020,   18.000, 4000,  26.630,1517.184, 421.440,  14.958, 833.371, 231.492, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:625, 45494621048329,   64.136,   18.000, 3900,  26.782,1520.280, 422.300,  14.946, 835.098, 231.972, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:741, 45494957838577,   64.252,   18.000, 3900,  26.531,1523.357, 423.155,  14.793, 836.814, 232.448, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:841, 45495248593753,   64.352,   18.000, 4000,  26.837,1526.044, 423.901,  15.130, 838.328, 232.869, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:31:957, 45495585310775,   64.468,   18.000, 4000,  26.847,1529.156, 424.766,  15.094, 840.079, 233.355, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:057, 45495876424388,   64.568,   18.000, 3900,  26.454,1531.808, 425.502,  14.785, 841.561, 233.767, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:173, 45496212103314,   64.684,   22.000, 4000,  27.107,1534.942, 426.373,  15.554, 843.359, 234.266, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:296, 45496567762204,   64.806,   18.000, 3900,  26.719,1538.214, 427.282,  14.819, 845.174, 234.770, 42,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:411, 45496904545779,   64.922,   18.000, 3900,  26.652,1541.305, 428.140,  14.907, 846.902, 235.251, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:512, 45497195731959,   65.023,   18.000, 3900,  26.692,1543.981, 428.884,  15.011, 848.408, 235.669, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:11:32:628, 45497532589711,   65.139,   18.000, 4000,  26.786,1547.089, 429.747,  15.041, 850.152, 236.153, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
